region,imagery_date,frame,leaf_state,viewpoint,n_px,index,ratio_to_conifer,withheld_reason
felling_1998_2,2021-03-24,site24-3-2021m.png,emerging,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2021-03-24,site24-3-2021m.png,emerging,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2021-03-24,site24-3-2021m.png,emerging,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2021-03-24,site24-3-2021m.png,emerging,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2021-03-24,site24-3-2021m.png,emerging,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2021-04-04,site4-4-2021m.png,emerging,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2021-04-04,site4-4-2021m.png,emerging,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2021-04-04,site4-4-2021m.png,emerging,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2021-04-04,site4-4-2021m.png,emerging,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2021-04-04,site4-4-2021m.png,emerging,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2021-04-04,site4-4-2021m.png,emerging,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2021-04-04,site4-4-2021m.png,emerging,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2021-04-04,site4-4-2021m.png,emerging,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2021-04-04,site4-4-2021m.png,emerging,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2026-03-31,aerial31-3-2026.png,emerging,vp1,26954,0.8532195204505318,0.8526296802070347,
clearfell,2026-03-31,aerial31-3-2026.png,emerging,vp1,23449,0.1123914478866625,0.1123137504156137,
felling_experiment,2026-03-31,aerial31-3-2026.png,emerging,vp1,21081,0.09154187426319406,0.0914785903367116,
felling_1998_1,2026-03-31,aerial31-3-2026.png,emerging,vp1,24540,1.294096276889556,1.2932016535894864,
felling_1998_2,2026-03-31,aerial31-3-2026.png,emerging,vp1,9768,1.0119655594897186,1.0112659763253473,
felling_1998_3,2026-03-31,aerial31-3-2026.png,emerging,vp1,13915,1.015659091071704,1.01495695452744,
forest_control,2026-03-31,aerial31-3-2026.png,emerging,vp1,127199,1.3311223936416021,1.3302021737708993,
warren_control,2026-03-31,aerial31-3-2026.png,emerging,vp1,99736,-0.03212821010670342,-0.032105999513979924,
forest_in_view,2026-03-31,aerial31-3-2026.png,emerging,vp1,876323,1.0006917894804623,1.0,
broadleaf_restock,2026-03-31,site31-3-2026m.png,emerging,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2026-03-31,site31-3-2026m.png,emerging,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2026-03-31,site31-3-2026m.png,emerging,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2026-03-31,site31-3-2026m.png,emerging,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2026-03-31,site31-3-2026m.png,emerging,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2026-03-31,site31-3-2026m.png,emerging,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2026-03-31,site31-3-2026m.png,emerging,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2026-03-31,site31-3-2026m.png,emerging,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2026-03-31,site31-3-2026m.png,emerging,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
