id,verdict,reason,better,batch,attribution_read
report9:ebef7d3e07,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C1 (Lake Edge) / False · Sy_rapid_CI_hi · 17_wtf_01_sy_estimates.csv · committed 0.2201130664442488 · index proposed
report9:aec1ffad77,confirm,sentence's figure matches Sy_rapid_median = 0.259527 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) / False · Sy_rapid_median = 0.259527 [17_wtf_01_sy_estimates.csv]
report9:0b9e42e22f,confirm,sentence's figure matches Sy_rapid_CI_lo = 0.179636 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) / False · Sy_rapid_CI_lo = 0.179636 [17_wtf_01_sy_estimates.csv]
report9:09c86e4418,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C2 (Dune) / False · Sy_rapid_CI_hi · 17_wtf_01_sy_estimates.csv · committed 0.3329420445203825 · index proposed
report9:c19da20605,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_event_Q25 · 17_wtf_01_sy_estimates.csv · committed 0.3190283332764297 · index proposed
report9:9a344a180b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C3 (Western Residual) / False · Sy_rapid_CI_lo · 17_wtf_01_sy_estimates.csv · committed 0.2736252587907549 · index proposed
report9:ee04048f38,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C3 (Western Residual) / False · Sy_rapid_CI_hi · 17_wtf_01_sy_estimates.csv · committed 0.4091593665871496 · index proposed
report9:898d16498d,confirm,sentence's figure matches Sy_rapid_median = 0.305884 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) / False · Sy_rapid_median = 0.305884 [17_wtf_01_sy_estimates.csv]
report9:da1501a0cb,confirm,sentence's figure matches Sy_rapid_CI_lo = 0.24487 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) / False · Sy_rapid_CI_lo = 0.24487 [17_wtf_01_sy_estimates.csv]
report9:90bf7595f8,confirm,sentence's figure matches Sy_rapid_CI_hi = 0.359587 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) / False · Sy_rapid_CI_hi = 0.359587 [17_wtf_01_sy_estimates.csv]
report9:d3bfeae53c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_rapid_median · 17_wtf_01_sy_estimates.csv · committed 0.3113453607235679 · index proposed
report9:1e15bd5872,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_rapid_CI_lo · 17_wtf_01_sy_estimates.csv · committed 0.270070677972184 · index proposed
report9:1fb926b10b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_rapid_CI_hi · 17_wtf_01_sy_estimates.csv · committed 0.375855983889077 · index proposed
report9:446810cd58,confirm,sentence's figure matches Sy_event_median = 0.327797 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) / False · Sy_event_median = 0.327797 [17_wtf_01_sy_estimates.csv]
report9:3dbc85870d,confirm,sentence's figure matches Sy_rapid_median = 0.319365 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) / False · Sy_rapid_median = 0.319365 [17_wtf_01_sy_estimates.csv]
report9:08933bb844,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C3 (Western Residual) / False · Sy_OLS_winter · 17_wtf_01_sy_estimates.csv · committed 0.3726347264677557 · index proposed
report9:b539fd4a96,confirm,sentence's figure matches Sy_rapid_median = 0.180411 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) / False · Sy_rapid_median = 0.180411 [17_wtf_01_sy_estimates.csv]
report9:8c96b79568,confirm,sentence's figure matches Sy_event_median = 0.210147 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) / False · Sy_event_median = 0.210147 [17_wtf_01_sy_estimates.csv]
report9:1c3d7e32d3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C1 (Lake Edge) / False · Sy_OLS_winter · 17_wtf_01_sy_estimates.csv · committed 0.3476626989262411 · index proposed
report9:dce4eb9daf,confirm,sentence's figure matches Sy_assumed = 0.08 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) / False · Sy_assumed = 0.08 [17_wtf_01_sy_estimates.csv]
report9:0312946c2a,confirm,sentence's figure matches Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) / False · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:e3ecb3ba32,confirm,sentence's figure matches Sy_assumed = 0.08 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) / False · Sy_assumed = 0.08 [17_wtf_01_sy_estimates.csv]
report9:323a290181,confirm,sentence's figure matches Sy_event_median = 0.210147 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) · C1 · Sy_event_median = 0.210147 [17_wtf_01_sy_estimates.csv]
report9:f6b87b50c5,confirm,sentence's figure matches Sy_event_n = 57 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) · C1 · Sy_event_n = 57 [17_wtf_01_sy_estimates.csv]
report9:cccab7c4c7,confirm,sentence's figure matches Sy_OLS_winter = 0.347663 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) · C1 · Sy_OLS_winter = 0.347663 [17_wtf_01_sy_estimates.csv]
report9:554ffcc5f6,confirm,sentence's figure matches Sy_OLS_n = 39 [17_wtf_01_sy_estimates.csv],,report9 part 2,C1 (Lake Edge) · C1 · Sy_OLS_n = 39 [17_wtf_01_sy_estimates.csv]
report9:9557130695,deny,"table row is C1's rapid-event median (value 0.180); key gives C2's Sy_rapid_CI_lo, wrong cluster and statistic",C1 (Lake Edge) Sy_rapid_median = 0.180411 [17_wtf_01_sy_estimates.csv],report9 part 2,C2 (Dune) · C2 · Sy_rapid_CI_lo = 0.179636 [17_wtf_01_sy_estimates.csv]
report9:bbc28ca088,confirm,sentence's figure matches Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) / False · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:2985ac3e90,confirm,sentence's figure matches Sy_event_median = 0.268703 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) / False · Sy_event_median = 0.268703 [17_wtf_01_sy_estimates.csv]
report9:ee05807e10,confirm,sentence's figure matches Sy_event_n = 61 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) · C2 · Sy_event_n = 61 [17_wtf_01_sy_estimates.csv]
report9:79b9c08b51,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C2 (Dune) / False · Sy_OLS_winter · 17_wtf_01_sy_estimates.csv · committed 0.3620803661625159 · index proposed
report9:49d85ebd4e,confirm,sentence's figure matches Sy_OLS_n = 50 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) · C2 · Sy_OLS_n = 50 [17_wtf_01_sy_estimates.csv]
report9:ad4bd394a8,deny,"table row is C2's rapid-event median (position 6, value 0.260); key gives C4 (corrected) Sy_event_median, wrong cluster and statistic",C2 (Dune) Sy_rapid_median = 0.259527 [17_wtf_01_sy_estimates.csv],report9 part 2,C4 (Main Forest) (corrected) · C4 · Sy_event_median = 0.260305 [17_wtf_01_sy_estimates.csv]
report9:26667b0635,confirm,sentence's figure matches Sy_rapid_n = 20 [17_wtf_01_sy_estimates.csv],,report9 part 2,C2 (Dune) · C2 · Sy_rapid_n = 20 [17_wtf_01_sy_estimates.csv]
report9:d3dd10f32d,deny,"table row is C3 (Western Residual); key names C4's Sy_assumed row instead of C3's own (same value, wrong cluster)",C3 (Western Residual) Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],report9 part 2,C4 (Main Forest) · C4 · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:0bdff3ee7c,confirm,sentence's figure matches Sy_event_median = 0.327797 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) / False · Sy_event_median = 0.327797 [17_wtf_01_sy_estimates.csv]
report9:202a0cb3c5,confirm,sentence's figure matches Sy_event_n = 55 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) · C3 · Sy_event_n = 55 [17_wtf_01_sy_estimates.csv]
report9:83e552a19f,confirm,sentence's figure matches Sy_OLS_winter = 0.372635 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) / False · Sy_OLS_winter = 0.372635 [17_wtf_01_sy_estimates.csv]
report9:03088cfe57,confirm,sentence's figure matches Sy_OLS_n = 52 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) · C3 · Sy_OLS_n = 52 [17_wtf_01_sy_estimates.csv]
report9:d40bd0e4e9,deny,"table row is C3's rapid-event median (position 6); key gives C5's Sy_event_Q25, wrong cluster and wrong statistic",C3 (Western Residual) Sy_rapid_median = 0.319365 [17_wtf_01_sy_estimates.csv],report9 part 2,C5 (Coastal Forest) · C5 · Sy_event_Q25 = 0.319028 [17_wtf_01_sy_estimates.csv]
report9:d92ebe9698,confirm,sentence's figure matches Sy_rapid_n = 16 [17_wtf_01_sy_estimates.csv],,report9 part 2,C3 (Western Residual) · C3 · Sy_rapid_n = 16 [17_wtf_01_sy_estimates.csv]
report9:51b2b06112,deny,"table row is C4 (Main Forest); key names C5's Sy_assumed row instead of C4's own (same value, wrong cluster)",C4 (Main Forest) Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],report9 part 2,C5 (Coastal Forest) · C5 · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:1811b0fdf5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C4 (Main Forest) / False · Sy_event_median · 17_wtf_01_sy_estimates.csv · committed 0.3132300648479537 · index proposed
report9:c367cf7724,confirm,sentence's figure matches Sy_event_n = 50 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) · C4 · Sy_event_n = 50 [17_wtf_01_sy_estimates.csv]
report9:74f072e418,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C4 (Main Forest) / False · Sy_OLS_winter · 17_wtf_01_sy_estimates.csv · committed 0.3048601379836923 · index proposed
report9:94ed32458b,confirm,sentence's figure matches Sy_OLS_n = 47 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) · C4 · Sy_OLS_n = 47 [17_wtf_01_sy_estimates.csv]
report9:7487bd59ef,confirm,sentence's figure matches Sy_rapid_median = 0.305884 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) · C4 · Sy_rapid_median = 0.305884 [17_wtf_01_sy_estimates.csv]
report9:f7ba4852d0,confirm,sentence's figure matches Sy_rapid_n = 13 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) · C4 · Sy_rapid_n = 13 [17_wtf_01_sy_estimates.csv]
report9:0f3173b54e,confirm,sentence's figure matches Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) · C5 · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:92e1676074,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_event_median · 17_wtf_01_sy_estimates.csv · committed 0.35794695415422 · index proposed
report9:231f95ddbb,confirm,sentence's figure matches Sy_event_n = 35 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) · C5 · Sy_event_n = 35 [17_wtf_01_sy_estimates.csv]
report9:e5ed51ba92,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,C5 (Coastal Forest) / False · Sy_OLS_winter · 17_wtf_01_sy_estimates.csv · committed 0.4175438271198669 · index proposed
report9:0876db8b82,confirm,sentence's figure matches Sy_OLS_n = 49 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) · C5 · Sy_OLS_n = 49 [17_wtf_01_sy_estimates.csv]
report9:5f182b5bca,confirm,sentence's figure matches Sy_rapid_median = 0.311345 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) · C5 · Sy_rapid_median = 0.311345 [17_wtf_01_sy_estimates.csv]
report9:54d85414ae,confirm,sentence's figure matches Sy_rapid_n = 13 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) · C5 · Sy_rapid_n = 13 [17_wtf_01_sy_estimates.csv]
report9:b63ff91122,deny,"table row is C4 (corrected); key names C5's Sy_assumed row instead of C4 (corrected)'s own (same value, wrong cluster)",C4 (Main Forest) (corrected) Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],report9 part 2,C5 (Coastal Forest) · C5 · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:94e2797d42,confirm,sentence's figure matches Sy_event_median = 0.260305 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) (corrected) / True · Sy_event_median = 0.260305 [17_wtf_01_sy_estimates.csv]
report9:be574ea0e0,confirm,sentence's figure matches Sy_event_n = 62 [17_wtf_06_interception_sweep.csv],,report9 part 2,0.24 · C4 · Sy_event_n = 62 [17_wtf_06_interception_sweep.csv]
report9:f9a677c9c4,deny,"table row is C5 (corrected); key uses the plain C5 row's Sy_assumed rather than the C5 (corrected) row's own (same value, wrong row)",C5 (Coastal Forest) (corrected) Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv],report9 part 2,C5 (Coastal Forest) · C5 · Sy_assumed = 0.12 [17_wtf_01_sy_estimates.csv]
report9:a2c7d3f2c7,confirm,sentence's figure matches Sy_event_median = 0.325808 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) (corrected) / True · Sy_event_median = 0.325808 [17_wtf_01_sy_estimates.csv]
report9:703aa4755f,confirm,sentence's figure matches Sy_event_n = 50 [17_wtf_06_interception_sweep.csv],,report9 part 2,C4 min of Sy_event_n · Sy_event_n = 50 [17_wtf_06_interception_sweep.csv]
report9:db71e9c0b7,confirm,sentence's figure matches WTF_C_SY_MIN = 0.01 [config.py],,report9 part 2,WTF_C_SY_MIN = 0.01 [config.py]
report9:adba66c197,confirm,sentence's figure matches WTF_C_SY_MAX = 0.5 [config.py],,report9 part 2,WTF_C_SY_MAX = 0.5 [config.py]
report9:05597de98d,confirm,sentence's figure matches Sy_event_median = 0.260305 [17_wtf_01_sy_estimates.csv],,report9 part 2,C4 (Main Forest) (corrected) / True · Sy_event_median = 0.260305 [17_wtf_01_sy_estimates.csv]
report9:a67bda0037,confirm,sentence's figure matches open_dune_min = 0.210147 [17_wtf_06_interception_sweep.csv],,report9 part 2,C4 median of open_dune_min · open_dune_min = 0.210147 [17_wtf_06_interception_sweep.csv]
report9:15f694c1a6,confirm,sentence's figure matches open_dune_max = 0.327797 [17_wtf_06_interception_sweep.csv],,report9 part 2,C4 median of open_dune_max · open_dune_max = 0.327797 [17_wtf_06_interception_sweep.csv]
report9:26af9130c8,confirm,sentence's figure matches Sy_event_median = 0.325808 [17_wtf_01_sy_estimates.csv],,report9 part 2,C5 (Coastal Forest) (corrected) / True · Sy_event_median = 0.325808 [17_wtf_01_sy_estimates.csv]
report9:1792c85904,confirm,sentence's figure matches WTF_C_SY_MAX = 0.5 [config.py],,report9 part 2,WTF_C_SY_MAX = 0.5 [config.py]
report9:32494d3c1d,confirm,sentence's figure matches n_events = 27 [18_wtf_01_well_sy_estimates.csv],,report9 part 2,C3 min of n_events · n_events = 27 [18_wtf_01_well_sy_estimates.csv]
report9:b1b109bdaf,confirm,sentence's figure matches n_events = 72 [18_wtf_01_well_sy_estimates.csv],,report9 part 2,C3 max of n_events · n_events = 72 [18_wtf_01_well_sy_estimates.csv]
report9:4c5e9e9e8a,confirm,sentence's figure matches n_events = 51 [18_wtf_01_well_sy_estimates.csv],,report9 part 2,median of n_events · n_events = 51 [18_wtf_01_well_sy_estimates.csv]
report9:3fa5d697ee,confirm,sentence's figure matches benchmark_n_wells = 66 [08_report_numbers.csv],,report9 part 2,benchmark_n_wells = 66 [08_report_numbers.csv]
report9:08eb241d8d,deny,"sentence's first figure is C1's per-well cluster-mean Sy (0.208); key is C2's Sy_event_Q25 from the cluster-level file, wrong cluster and wrong file",C1 mean of Sy_median = 0.2075 [18_wtf_01_well_sy_estimates.csv],report9 part 2,C2 (Dune) / False · Sy_event_Q25 = 0.195421 [17_wtf_01_sy_estimates.csv]
report9:3aea4b8400,deny,"sentence's figure is C2's per-well cluster-mean Sy (0.256); key is C4's Sy_event_Q25 from the cluster-level file, wrong cluster and wrong file",C2 mean of Sy_median = 0.2555 [18_wtf_01_well_sy_estimates.csv],report9 part 2,C4 (Main Forest) / False · Sy_event_Q25 · 17_wtf_01_sy_estimates.csv · committed 0.2556970251053226 · index proposed
report9:88390f5ca2,deny,"sentence's figure is C3's per-well cluster-mean Sy (0.312, printed as '0.31 2'); both tied candidates are C4 medians from the cluster-level file, wrong cluster and wrong file",C3 mean of Sy_median = 0.3117 [18_wtf_01_well_sy_estimates.csv],report9 part 2,C4 (Main Forest) / False · Sy_event_median = 0.31323 [17_wtf_01_sy_estimates.csv]
report9:bdaff78d20,deny,"this '2' is the split-off tail of '0.31 2' (i.e. 0.312, C3's per-well cluster mean), not a standalone benchmark count","part of C3 mean of Sy_median = 0.3117 [18_wtf_01_well_sy_estimates.csv], see id 88390f5ca2",report9 part 2,benchmark_wells_SSM_worse = 2 [08_report_numbers.csv]
report9:feecea752d,confirm,sentence's figure matches Sy_median = 0.243515 [18_wtf_01_well_sy_estimates.csv],,report9 part 2,C4 mean of Sy_median · Sy_median = 0.243515 [18_wtf_01_well_sy_estimates.csv]
report9:c77243a52e,confirm,sentence's figure matches Sy_median = 0.306004 [18_wtf_01_well_sy_estimates.csv],,report9 part 2,C5 mean of Sy_median · Sy_median = 0.306004 [18_wtf_01_well_sy_estimates.csv]
report9:978e0a9e7e,confirm,sentence's figure matches 66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv],,report9 part 2,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:a5e7995bc2,confirm,sentence's figure matches N_summers = 9 [21_forestry_02_distributions_means.csv],,report9 part 2,C1 Eastern lake-buffer / Pre-scrape 2005–14 · N_summers = 9 [21_forestry_02_distributions_means.csv]
report9:159271691b,confirm,sentence's figure matches RANWELL_ROUTE_B_FLAG_M = 2 [config.py],,report9 part 2,RANWELL_ROUTE_B_FLAG_M = 2 [config.py]
report9:0dae91a041,confirm,sentence's figure matches 22 well columns in extended (lake excluded) = 22 [01_wells_extended.csv],,report9 part 2,22 well columns in extended (lake excluded) = 22 [01_wells_extended.csv]
report9:48c28c7d72,deny,sentence's 0.006 is a Pearson-affinity r-value gap between FE2/FE4's C5 and C4 affinities (section 4.3); key is an unrelated SSM persistence coefficient alpha_B,,report9 part 2,centroid / C5 (Coastal Forest) / nan · alpha_B = 0.00593863 [03_16_model_b_persistence.csv]
report9:0c48628a29,deny,"sentence's 0.037 is the top of the Pearson-affinity delta-r range (0.003-0.037, section 4.3); key is an unrelated ANCOVA clearfell-step coefficient",,report9 part 2,ANCOVA_B_WMC3+FE2_Climate_clearfell_step = -0.0366336 [10_consolidated_report_numbers.csv]
report9:08be9de69c,confirm,sentence's figure matches 88 dipwells = 88 [01_wells_reference.csv],,report9 part 2,66 reference + 22 extended well columns = 88 dipwells = 88 [01_wells_reference.csv]
report9:2c2e9e240d,confirm,sentence's figure matches Traditional_Model_A = 0.914272 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median one-step R2 · Traditional_Model_A = 0.914272 [08_lcsc_04_table3_benchmark_summary.csv]
report9:1663fd7644,confirm,sentence's figure matches StateSpace_Model_B = 0.918602 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median one-step R2 · StateSpace_Model_B = 0.918602 [08_lcsc_04_table3_benchmark_summary.csv]
report9:c15ef8a231,confirm,sentence's figure matches TLM_NSE = -1.88503 [08_perwell_nse.csv],,report9 part 2,CEH6 · TLM_NSE = -1.88503 [08_perwell_nse.csv]
report9:dd19249a50,confirm,sentence's figure matches SSM_NSE = 0.672456 [08_perwell_nse.csv],,report9 part 2,D17 · C2 · SSM_NSE = 0.672456 [08_perwell_nse.csv]
report9:96de8c62ce,confirm,sentence's figure matches 66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv],,report9 part 2,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:a955d5fd07,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_median_NSE_SSM · 08_report_numbers.csv · committed 0.7194104323777889 · index confirmed
report9:d580fbdf65,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_median_NSE_TLM · 08_report_numbers.csv · committed -0.0254394148183433 · index confirmed
report9:74bd2c14c6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_median_dNSE · 08_report_numbers.csv · committed 0.8244402285272857 · index confirmed
report9:21c69d3878,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_positive_NSE_SSM · 08_report_numbers.csv · committed 65.0 · index confirmed
report9:0845fc9600,confirm,sentence's figure matches 66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv],,report9 part 2,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:00590555b3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_positive_NSE_TLM · 08_report_numbers.csv · committed 30.0 · index confirmed
report9:1cdaca8418,confirm,sentence's figure matches 66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv],,report9 part 2,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:c012117976,confirm,sentence's figure matches median_dNSE = 1.52435 [08_cluster_nse_medians.csv],,report9 part 2,C1 · C1 · median_dNSE = 1.52435 [08_cluster_nse_medians.csv]
report9:8e2371b536,confirm,sentence's figure matches median_dNSE = 0.909267 [08_cluster_nse_medians.csv],,report9 part 2,C2 · C2 · median_dNSE = 0.909267 [08_cluster_nse_medians.csv]
report9:fca3bdc072,confirm,sentence's figure matches median_dNSE = 0.622502 [08_cluster_nse_medians.csv],,report9 part 2,C3 · C3 · median_dNSE = 0.622502 [08_cluster_nse_medians.csv]
report9:2eb0a73145,confirm,sentence's figure matches median_dNSE = 0.498571 [08_cluster_nse_medians.csv],,report9 part 2,C5 · C5 · median_dNSE = 0.498571 [08_cluster_nse_medians.csv]
report9:9b98f60c1a,confirm,sentence's figure matches median_dNSE = 0.410435 [08_cluster_nse_medians.csv],,report9 part 2,C4 · C4 · median_dNSE = 0.410435 [08_cluster_nse_medians.csv]
report9:482292f1b5,confirm,sentence's figure matches beta_3_drainage = 0.0184551 [03_03_cluster_mechanistic_coefficients.csv],,report9 part 2,C4 (Main Forest) · beta_3_drainage = 0.0184551 [03_03_cluster_mechanistic_coefficients.csv]
report9:5ee1adfde1,confirm,sentence's figure matches StateSpace_Model_B = -6.41858 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH14 iterative NSE · StateSpace_Model_B = -6.41858 [08_lcsc_04_table3_benchmark_summary.csv]
report9:fb6599c65f,confirm,sentence's figure matches Delta_NSE = 0.184 [15_03_benchmark_table.csv],,report9 part 2,C1 · Delta_NSE = 0.184 [15_03_benchmark_table.csv]
report9:223525a978,confirm,sentence's figure matches Delta_NSE = 0.134 [15_03_benchmark_table.csv],,report9 part 2,C4 · Delta_NSE = 0.134 [15_03_benchmark_table.csv]
report9:944b47e079,deny,"sentence states kappa (decay rate, m^-1) for C4 = 0.20; key is an unrelated p-value that happens to equal 0.20","C4 Best_Kappa_m-1 = 0.20 [15_03_benchmark_table.csv], same file already used for the row's Delta_NSE",report9 part 2,Lake_Edge · p_value_PET_win_to_spr = 0.195234 [11_forecast_spring_transfer_functions.csv]
report9:2af76a6cba,confirm,sentence's figure matches Delta_NSE = 0.094 [15_03_benchmark_table.csv],,report9 part 2,C2 · Delta_NSE = 0.094 [15_03_benchmark_table.csv]
report9:4e4032f549,deny,sentence states kappa for C2 = 0.95; key is an external validation statistic unrelated to the kappa decay parameter,C2 Best_Kappa_m-1 = 0.95 [15_03_benchmark_table.csv],report9 part 2,1 external / forest recovery (edge excluded) / canopy polygon vs forest clusters · statistic = 0.955 [31_validation_summary.csv]
report9:1941c9d178,confirm,sentence's figure matches Delta_NSE = 0.043 [15_03_benchmark_table.csv],,report9 part 2,C3 · Delta_NSE = 0.043 [15_03_benchmark_table.csv]
report9:b6b28d363c,deny,"sentence states kappa for C3 = 0.45; key is a Moran's I spatial-autocorrelation statistic, not kappa",C3 Best_Kappa_m-1 = 0.45 [15_03_benchmark_table.csv],report9 part 2,1 external / Moran's I (C1 indicator) / C1 spatial autocorr · statistic = 0.452 [31_validation_summary.csv]
report9:ebb0ec9bf8,confirm,sentence's figure matches Delta_NSE = 0.033 [15_03_benchmark_table.csv],,report9 part 2,C5 · Delta_NSE = 0.033 [15_03_benchmark_table.csv]
report9:03d8e107dd,deny,"sentence states kappa for C5 = 0.50; key is a Moran's I spatial-autocorrelation statistic, not kappa",C5 Best_Kappa_m-1 = 0.50 [15_03_benchmark_table.csv],report9 part 2,1 external / Moran's I (C5 indicator) / C5 spatial autocorr · statistic = 0.497 [31_validation_summary.csv]
report9:64941faf08,confirm,sentence's figure matches Traditional_Model_A = -1.88503 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · Traditional_Model_A = -1.88503 [08_lcsc_04_table3_benchmark_summary.csv]
report9:fb72c0b1dc,confirm,sentence's figure matches StateSpace_Model_B = 0.673556 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · StateSpace_Model_B = 0.673556 [08_lcsc_04_table3_benchmark_summary.csv]
report9:629528b1dd,confirm,sentence's figure matches Delta_B_minus_A = 2.55858 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · Delta_B_minus_A = 2.55858 [08_lcsc_04_table3_benchmark_summary.csv]
report9:193f816585,confirm,sentence's figure matches 66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv],,report9 part 2,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:4cb3b537ac,confirm,sentence's figure matches Traditional_Model_A = 0.914272 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median one-step R2 · Traditional_Model_A = 0.914272 [08_lcsc_04_table3_benchmark_summary.csv]
report9:df8da3de0b,confirm,sentence's figure matches StateSpace_Model_B = 0.918602 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median one-step R2 · StateSpace_Model_B = 0.918602 [08_lcsc_04_table3_benchmark_summary.csv]
report9:0378404f31,confirm,sentence's figure matches Delta_B_minus_A = 0.00315007 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median one-step R2 · Delta_B_minus_A = 0.00315007 [08_lcsc_04_table3_benchmark_summary.csv]
report9:ac1ad4986d,confirm,sentence's figure matches Traditional_Model_A = 0.638349 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median iterative R2 · Traditional_Model_A = 0.638349 [08_lcsc_04_table3_benchmark_summary.csv]
report9:58a628a6ed,confirm,sentence's figure matches StateSpace_Model_B = 0.773059 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median iterative R2 · StateSpace_Model_B = 0.773059 [08_lcsc_04_table3_benchmark_summary.csv]
